,Title,BERT label,BERT label words,TFIDF label,TFIDF label words,BERT + TFIDF label,BERT + TFIDF label words,Comment Count,Time elapsed (mins),Upvotes,Upvote Ratio
Post 133,EU announces sweeping new rules that could force breakups and hefty fines for Big Tech,-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",32,"[('tech', 4), ('could', 4), ('eu', 3), ('giants.', 3), ('new', 3), ('rules', 3), ('law', 2), ('fines', 2), ('digital', 2), ('sweeping', 2)]",30,"[('could', 4), ('law', 3), ('tech', 3), ('eu', 2), ('giants.', 2), ('face', 2), ('fines', 2), ('fined', 2), ('breaching', 2), ('hefty', 2)]",1,1111.0,16,0.75
Post 134,Nigeria's Katsina school abduction: Boko Haram says it took the students,20,"[(""nigeria's"", 4), ('boko', 4), ('haram', 4), ('says', 4), ('katsina', 3), ('school', 3), ('abduction:', 3), ('took', 3), ('students', 3), ('audio', 1)]",43,"[('boko', 4), ('haram', 4), ('students', 4), (""nigeria's"", 3), ('katsina', 3), ('school', 3), ('abduction:', 3), ('says', 3), ('took', 3), ('claims', 1)]",20,"[(""nigeria's"", 4), ('boko', 4), ('haram', 4), ('says', 4), ('katsina', 3), ('school', 3), ('abduction:', 3), ('took', 3), ('students', 3), ('audio', 1)]",8,989.0,17,0.78
Post 135,Encryption: European Council adopts resolution on security through encryption and security despite encryption,-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",10,"[('security', 2), ('encryption', 2), ('us$4', 1), ('million', 1), ('seized', 1), ('singapore', 1), ('canadian', 1), ('group', 1), ('sold', 1), ('encrypted', 1)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",4,367.0,15,0.76
Post 136,China to open giant telescope to international scientists,1,"[(""china's"", 1), ('tianwen-1', 1), ('currently', 1), ('100', 1), ('million', 1), ('miles', 1), ('away', 1), ('earth', 1), ('mars', 1), ('exploration.', 1)]",35,"[('china', 3), ('bloomberg', 2), ('arrest', 2), ('says', 1), (""journalist's"", 1), (""'internal"", 1), (""matter'"", 1), ('open', 1), ('giant', 1), ('telescope', 1)]",1,"[(""china's"", 1), ('tianwen-1', 1), ('currently', 1), ('100', 1), ('million', 1), ('miles', 1), ('away', 1), ('earth', 1), ('mars', 1), ('exploration.', 1)]",11,1301.0,25,0.77
Post 137,EU faces Franco-Dutch call for rules to stop 'greenwashing',-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",-1,"[('says', 7), ('eu', 6), ('new', 5), ('world', 4), ('the', 4), ('china', 4), ('oil', 3), ('war', 3), ('russian', 3), ('part', 3)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",2,1269.0,18,0.79
Post 138,"The United States on Tuesday placed a pro-Iranian group based in Bahrain on its global ""terror list,"" accusing it of plotting attacks on US troops in the tiny Gulf kingdom. Saraya al-Mukhtar is an Iran-backed organization based in Bahrain",34,"[('us', 4), ('says', 3), ('iran', 2), ('would', 2), ('rejoin', 2), ('nuclear', 2), ('hour', 2), ('based', 2), ('bahrain', 2), ('deal', 1)]",-1,"[('says', 7), ('eu', 6), ('new', 5), ('world', 4), ('the', 4), ('china', 4), ('oil', 3), ('war', 3), ('russian', 3), ('part', 3)]",34,"[('us', 4), ('says', 3), ('iran', 2), ('would', 2), ('rejoin', 2), ('nuclear', 2), ('hour', 2), ('based', 2), ('bahrain', 2), ('deal', 1)]",3,1226.0,18,0.72
Post 139,Precious painting lost at German airport found at dumpster,-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",-1,"[('says', 7), ('eu', 6), ('new', 5), ('world', 4), ('the', 4), ('china', 4), ('oil', 3), ('war', 3), ('russian', 3), ('part', 3)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",1,1187.0,16,0.7000000000000001
Post 140,Nigeria's Katsina school abduction: Boko Haram says it took the students,20,"[(""nigeria's"", 4), ('boko', 4), ('haram', 4), ('says', 4), ('katsina', 3), ('school', 3), ('abduction:', 3), ('took', 3), ('students', 3), ('audio', 1)]",43,"[('boko', 4), ('haram', 4), ('students', 4), (""nigeria's"", 3), ('katsina', 3), ('school', 3), ('abduction:', 3), ('says', 3), ('took', 3), ('claims', 1)]",20,"[(""nigeria's"", 4), ('boko', 4), ('haram', 4), ('says', 4), ('katsina', 3), ('school', 3), ('abduction:', 3), ('took', 3), ('students', 3), ('audio', 1)]",2,1053.0,15,0.72
Post 141,Russian leader Vladimir Putin congratulates Joe Biden on winning U.S. election,9,"[('biden', 7), ('putin', 6), ('congratulates', 6), ('u.s.', 5), ('election', 5), ('victory', 4), ('joe', 4), ('winning', 2), ('-', 2), ('kremlin', 2)]",48,"[('putin', 2), ('congratulates', 2), ('biden', 2), ('winning', 2), ('u.s.', 2), ('election', 2), ('russian', 1), ('leader', 1), ('vladimir', 1), ('joe', 1)]",9,"[('biden', 7), ('putin', 6), ('congratulates', 6), ('u.s.', 5), ('election', 5), ('victory', 4), ('joe', 4), ('winning', 2), ('-', 2), ('kremlin', 2)]",5,788.0,11,0.64
Post 142,E.U. proposes sweeping new rules for online business that could force fundamental changes for digital giants,32,"[('law', 3), ('could', 3), ('tech', 2), ('giants.', 2), ('face', 2), ('fined', 2), ('breaching', 2), ('eu', 1), ('unveil', 1), ('landmark', 1)]",32,"[('tech', 4), ('could', 4), ('eu', 3), ('giants.', 3), ('new', 3), ('rules', 3), ('law', 2), ('fines', 2), ('digital', 2), ('sweeping', 2)]",30,"[('could', 4), ('law', 3), ('tech', 3), ('eu', 2), ('giants.', 2), ('face', 2), ('fines', 2), ('fined', 2), ('breaching', 2), ('hefty', 2)]",1,1110.0,15,0.75
Post 143,Erdogan responds to latest U.S. sanctions on Turkey: 'We expect support' not sanctions,-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",24,"[('sanctions', 6), ('missile', 5), ('us', 3), ('turkey', 3), ('purchase', 3), ('russian', 3), ('defence', 3), ('system', 3), ('turkish', 3), ('u.s.', 3)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",7,936.0,16,0.7000000000000001
Post 144,Scientists plan mission to biggest iceberg as it drifts towards island,-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",-1,"[('says', 7), ('eu', 6), ('new', 5), ('world', 4), ('the', 4), ('china', 4), ('oil', 3), ('war', 3), ('russian', 3), ('part', 3)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",3,740.0,11,0.68
Post 145,IRAN: Instagram star ‘zombie’ Angelina Jolie sentenced to decade in prison,8,"[('putin', 1), ('defied', 1), ('model', 1), ('‘goddaughter’', 1), ('praised', 1), ('unmasking', 1), ('hit', 1), ('squad', 1), ('iran:', 1), ('instagram', 1)]",1,"[('israel-hamas', 1), ('prisoner', 1), ('swap', 1), ('proposal', 1), ('outrageous,', 1), ('defense', 1), ('committee', 1), ('chair', 1), ('says', 1), ('iran:', 1)]",8,"[('putin', 1), ('defied', 1), ('model', 1), ('‘goddaughter’', 1), ('praised', 1), ('unmasking', 1), ('hit', 1), ('squad', 1), ('iran:', 1), ('instagram', 1)]",12,438.0,10,0.6000000000000001
Post 146,Sizewell C: government reignites row over £20bn nuclear power station: new financial model would make the public liable for cost overruns,-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",-1,"[('says', 7), ('eu', 6), ('new', 5), ('world', 4), ('the', 4), ('china', 4), ('oil', 3), ('war', 3), ('russian', 3), ('part', 3)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",2,25.0,11,0.74
Post 147,"A non-hallucinogenic version of the psychedelic drug ibogaine has potential for treating addiction, depression, and other psychiatric disorders, research with mice suggests",-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",-1,"[('says', 7), ('eu', 6), ('new', 5), ('world', 4), ('the', 4), ('china', 4), ('oil', 3), ('war', 3), ('russian', 3), ('part', 3)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",6,1403.0,53,0.86
Post 148,Hungary bans same-sex couples from adopting children,2,"[('hungary', 4), ('bans', 4), ('same-sex', 4), ('couples', 4), ('adopting', 4), ('children', 4)]",42,"[('hungary', 4), ('bans', 4), ('same-sex', 4), ('couples', 4), ('adopting', 4), ('children', 4)]",2,"[('hungary', 4), ('bans', 4), ('same-sex', 4), ('couples', 4), ('adopting', 4), ('children', 4)]",5,1340.0,14,0.7000000000000001
Post 149,Russian missile drill triggers false alarm at US military base in Germany,-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",24,"[('sanctions', 6), ('missile', 5), ('us', 3), ('turkey', 3), ('purchase', 3), ('russian', 3), ('defence', 3), ('system', 3), ('turkish', 3), ('u.s.', 3)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",4,1276.0,19,0.81
Post 150,"Hungary amends constitution to redefine family, limits gay adoption",10,"[('adoption', 3), ('hungary', 2), ('amends', 2), ('constitution', 2), ('redefine', 2), ('family,', 2), ('limits', 2), ('gay', 2), ('bolivia', 1), ('approves', 1)]",45,"[('adoption', 3), ('hungary', 2), ('amends', 2), ('constitution', 2), ('redefine', 2), ('family,', 2), ('limits', 2), ('gay', 2), ('hungarian', 1), ('lawmakers', 1)]",10,"[('adoption', 3), ('hungary', 2), ('amends', 2), ('constitution', 2), ('redefine', 2), ('family,', 2), ('limits', 2), ('gay', 2), ('bolivia', 1), ('approves', 1)]",12,1200.0,15,0.71
Post 151,Hungarian lawmakers approve anti-LGBT adoption law and constitutional amendments,10,"[('adoption', 3), ('hungary', 2), ('amends', 2), ('constitution', 2), ('redefine', 2), ('family,', 2), ('limits', 2), ('gay', 2), ('bolivia', 1), ('approves', 1)]",45,"[('adoption', 3), ('hungary', 2), ('amends', 2), ('constitution', 2), ('redefine', 2), ('family,', 2), ('limits', 2), ('gay', 2), ('hungarian', 1), ('lawmakers', 1)]",10,"[('adoption', 3), ('hungary', 2), ('amends', 2), ('constitution', 2), ('redefine', 2), ('family,', 2), ('limits', 2), ('gay', 2), ('bolivia', 1), ('approves', 1)]",2,1190.0,13,0.74
Post 152,Russia’s Putin congratulates Biden on winning U.S. election,9,"[('biden', 7), ('putin', 6), ('congratulates', 6), ('u.s.', 5), ('election', 5), ('victory', 4), ('joe', 4), ('winning', 2), ('-', 2), ('kremlin', 2)]",48,"[('putin', 2), ('congratulates', 2), ('biden', 2), ('winning', 2), ('u.s.', 2), ('election', 2), ('russian', 1), ('leader', 1), ('vladimir', 1), ('joe', 1)]",9,"[('biden', 7), ('putin', 6), ('congratulates', 6), ('u.s.', 5), ('election', 5), ('victory', 4), ('joe', 4), ('winning', 2), ('-', 2), ('kremlin', 2)]",4,887.0,10,0.64
Post 153,Covid-19: Safety concerns over planes returning to service,0,"[('covid-19:', 2), ('safety', 2), ('concerns', 2), ('planes', 2), ('returning', 2), ('service', 2)]",11,"[('covid-19:', 2), ('safety', 2), ('concerns', 2), ('planes', 2), ('returning', 2), ('service', 2)]",0,"[('covid-19:', 2), ('safety', 2), ('concerns', 2), ('planes', 2), ('returning', 2), ('service', 2)]",1,710.0,10,0.74
Post 154,Australian PM says China coal ban would breach WTO rules,-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",-1,"[('says', 7), ('eu', 6), ('new', 5), ('world', 4), ('the', 4), ('china', 4), ('oil', 3), ('war', 3), ('russian', 3), ('part', 3)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",15,441.0,10,0.62
Post 155,Kabul Deputy Governor Assassinated,-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",25,"[('deputy', 2), ('governor', 2), ('kabul’s', 1), ('killed', 1), ('afghanistan', 1), ('blast', 1), ('kabul', 1), ('assassinated', 1)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",2,1131.0,9,0.6900000000000001
Post 156,'Game changer' Covid tests for secondary schools in January,-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",-1,"[('says', 7), ('eu', 6), ('new', 5), ('world', 4), ('the', 4), ('china', 4), ('oil', 3), ('war', 3), ('russian', 3), ('part', 3)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",1,1046.0,13,0.73
Post 157,China to require deletion of personal data 60 days after health emergency ends,-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",-1,"[('says', 7), ('eu', 6), ('new', 5), ('world', 4), ('the', 4), ('china', 4), ('oil', 3), ('war', 3), ('russian', 3), ('part', 3)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",3,1029.0,11,0.64
Post 158,ICC prosecutor sees 'reasonable basis' to believe Venezuela committed crimes against humanity,7,"[('crimes', 3), ('humanity', 3), ('icc', 2), ('finds', 2), ('philippines:', 1), ('""reasonable', 1), ('basis""', 1), ('alleged', 1), (""duterte's"", 1), ('drug', 1)]",31,"[('crimes', 3), ('humanity', 3), ('icc', 2), ('finds', 2), ('philippines:', 1), ('""reasonable', 1), ('basis""', 1), ('alleged', 1), (""duterte's"", 1), ('drug', 1)]",7,"[('crimes', 3), ('humanity', 3), ('icc', 2), ('finds', 2), ('philippines:', 1), ('""reasonable', 1), ('basis""', 1), ('alleged', 1), (""duterte's"", 1), ('drug', 1)]",4,1003.0,10,0.66
Post 159,"Grooming gangs come from ‘diverse backgrounds’, says Home Office as review finally published",-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",4,"[('child', 2), ('gangs', 2), ('home', 2), ('office', 2), ('says', 2), ('most', 1), ('sexual', 1), ('abuse', 1), ('made', 1), ('white', 1)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",19,951.0,10,0.6000000000000001
Post 160,Fishermen fight to keep land as El Salvador chases surfers,-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",-1,"[('says', 7), ('eu', 6), ('new', 5), ('world', 4), ('the', 4), ('china', 4), ('oil', 3), ('war', 3), ('russian', 3), ('part', 3)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",0,791.0,9,0.77
Post 161,Coronavirus: Greenwich Council told 'keep schools open',-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",-1,"[('says', 7), ('eu', 6), ('new', 5), ('world', 4), ('the', 4), ('china', 4), ('oil', 3), ('war', 3), ('russian', 3), ('part', 3)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",1,778.0,9,0.77
Post 162,Kyrgyzstan: MPs rush through approval for constitution referendum,-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",44,"[('referendum', 2), ('jamaican', 1), ('mp', 1), ('wants', 1), ('replacing', 1), ('queen', 1), ('head', 1), ('state', 1), ('kyrgyzstan:', 1), ('mps', 1)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",0,380.0,8,0.68
Post 163,"With eye on Iran, Israel tests missile defence system",33,"[('sanctions', 3), ('turkey', 3), ('purchase', 3), ('system', 3), ('missile', 3), ('russian', 2), ('defence', 2), ('the', 2), ('s-400', 2), ('turkish', 2)]",24,"[('sanctions', 6), ('missile', 5), ('us', 3), ('turkey', 3), ('purchase', 3), ('russian', 3), ('defence', 3), ('system', 3), ('turkish', 3), ('u.s.', 3)]",33,"[('sanctions', 3), ('turkey', 3), ('purchase', 3), ('system', 3), ('missile', 3), ('russian', 2), ('defence', 2), ('the', 2), ('s-400', 2), ('turkish', 2)]",0,1160.0,9,0.66
Post 164,Covid-19: Safety concerns over planes returning to service,0,"[('covid-19:', 2), ('safety', 2), ('concerns', 2), ('planes', 2), ('returning', 2), ('service', 2)]",11,"[('covid-19:', 2), ('safety', 2), ('concerns', 2), ('planes', 2), ('returning', 2), ('service', 2)]",0,"[('covid-19:', 2), ('safety', 2), ('concerns', 2), ('planes', 2), ('returning', 2), ('service', 2)]",2,828.0,8,0.6900000000000001
Post 165,Campaigners hold ‘winter peace vigil’ held outside Israeli arms factory in Oldham,12,"[('virus', 1), ('czar', 1), ('says', 1), ('israel', 1), ('powerless', 1), ('stop', 1), ('mass', 1), ('gatherings', 1), ('temple', 1), ('mount', 1)]",17,"[('hold', 2), ('protest', 2), ('police', 2), ('albanians', 1), ('peaceful', 1), ('shooting', 1), ('donations', 1), ('hong', 1), ('kong', 1), ('welfare', 1)]",12,"[('virus', 1), ('czar', 1), ('says', 1), ('israel', 1), ('powerless', 1), ('stop', 1), ('mass', 1), ('gatherings', 1), ('temple', 1), ('mount', 1)]",8,494.0,8,0.59
Post 166,Boko Haram claims abduction of students in northern Nigeria,21,"[('boko', 3), ('haram', 3), ('claims', 3), ('kidnapping', 2), ('hundreds', 2), ('nigerian', 2), ('students', 2), ('schoolboys', 1), ('abduction', 1), ('northern', 1)]",43,"[('boko', 4), ('haram', 4), ('students', 4), (""nigeria's"", 3), ('katsina', 3), ('school', 3), ('abduction:', 3), ('says', 3), ('took', 3), ('claims', 1)]",21,"[('boko', 3), ('haram', 3), ('claims', 3), ('kidnapping', 2), ('hundreds', 2), ('nigerian', 2), ('students', 2), ('schoolboys', 1), ('abduction', 1), ('northern', 1)]",3,1406.0,10,0.75
Post 167,Turkish lira remains stable after US sanctions,-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",24,"[('sanctions', 6), ('missile', 5), ('us', 3), ('turkey', 3), ('purchase', 3), ('russian', 3), ('defence', 3), ('system', 3), ('turkish', 3), ('u.s.', 3)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",3,1359.0,8,0.65
Post 168,Iran Lifts Nuclear Research Group's Budget by 256 Percent After Scientist Killing,-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",-1,"[('says', 7), ('eu', 6), ('new', 5), ('world', 4), ('the', 4), ('china', 4), ('oil', 3), ('war', 3), ('russian', 3), ('part', 3)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",3,1342.0,11,0.71
Post 169,Thrill-seeking kayakers plunge from 30m waterfall amid NSW torrential rain,-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",-1,"[('says', 7), ('eu', 6), ('new', 5), ('world', 4), ('the', 4), ('china', 4), ('oil', 3), ('war', 3), ('russian', 3), ('part', 3)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",4,1245.0,11,0.78
Post 170,"China, Mekong countries make progress in water resources cooperation: FM spokesperson",-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",-1,"[('says', 7), ('eu', 6), ('new', 5), ('world', 4), ('the', 4), ('china', 4), ('oil', 3), ('war', 3), ('russian', 3), ('part', 3)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",4,813.0,9,0.64
Post 171,Iran protests Europe's support to notorious terrorist element,-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",-1,"[('says', 7), ('eu', 6), ('new', 5), ('world', 4), ('the', 4), ('china', 4), ('oil', 3), ('war', 3), ('russian', 3), ('part', 3)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",1,429.0,7,0.59
Post 172,China warns of interference over Bloomberg journalist arrest,17,"[('china', 2), ('bloomberg', 2), ('arrest', 2), ('says', 1), (""journalist's"", 1), (""'internal"", 1), (""matter'"", 1), ('warns', 1), ('interference', 1), ('journalist', 1)]",35,"[('china', 3), ('bloomberg', 2), ('arrest', 2), ('says', 1), (""journalist's"", 1), (""'internal"", 1), (""matter'"", 1), ('open', 1), ('giant', 1), ('telescope', 1)]",18,"[('china', 2), ('bloomberg', 2), ('arrest', 2), ('says', 1), (""journalist's"", 1), (""'internal"", 1), (""matter'"", 1), ('warns', 1), ('interference', 1), ('journalist', 1)]",2,285.0,8,0.59
Post 173,Xi calls for closer BRI cooperation with Somalia,11,"[('xi', 1), ('calls', 1), ('closer', 1), ('bri', 1), ('cooperation', 1), ('somalia', 1), ('israel', 1), ('signals', 1), ('openness', 1), ('future', 1)]",-1,"[('says', 7), ('eu', 6), ('new', 5), ('world', 4), ('the', 4), ('china', 4), ('oil', 3), ('war', 3), ('russian', 3), ('part', 3)]",11,"[('xi', 1), ('calls', 1), ('closer', 1), ('bri', 1), ('cooperation', 1), ('somalia', 1), ('israel', 1), ('signals', 1), ('openness', 1), ('future', 1)]",1,229.0,6,0.58
Post 174,Russia's Navalny says he is '100% sure' Putin ordered elite team to trail him before poisoning,26,"[('navalny', 4), ('says', 3), ('russian', 3), ('putin', 2), (""russia's"", 2), ('alexei', 2), ('poisoning', 2), ('ordered', 2), ('cnn-bellingcat', 2), ('investigation', 2)]",40,"[('says', 3), ('putin', 2), (""russia's"", 2), ('alexei', 2), ('navalny', 2), ('poisoning', 2), ('ordered', 2), ('gave', 1), (""'direct"", 1), (""order'"", 1)]",26,"[('navalny', 4), ('says', 3), ('russian', 3), ('putin', 2), (""russia's"", 2), ('alexei', 2), ('poisoning', 2), ('ordered', 2), ('cnn-bellingcat', 2), ('investigation', 2)]",2,1420.0,30,0.8300000000000001
Post 175,Mohammed Remmo arrested in Berlin over heist of treasures of 18th century Prince-Elector Augustus the Strong,-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",7,"[('arrested', 2), ('heist', 2), ('mohammed', 1), ('remmo', 1), ('berlin', 1), ('treasures', 1), ('18th', 1), ('century', 1), ('prince-elector', 1), ('augustus', 1)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",0,1403.0,14,0.76
Post 176,Poor countries face long wait for vaccines despite promises,5,"[('poor', 2), ('countries', 2), ('face', 2), ('long', 2), ('wait', 2), ('vaccines', 2), ('despite', 2), ('promises', 2)]",0,"[('poor', 2), ('countries', 2), ('face', 2), ('long', 2), ('wait', 2), ('vaccines', 2), ('despite', 2), ('promises', 2)]",5,"[('poor', 2), ('countries', 2), ('face', 2), ('long', 2), ('wait', 2), ('vaccines', 2), ('despite', 2), ('promises', 2)]",6,1314.0,7,0.67
Post 177,China Conducts Two Trials in Crackdown on Audio Bibles,-1,"[('new', 10), ('says', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",21,"[('china', 2), ('religious', 1), ('crackdown:', 1), ('christian', 1), ('entrepreneurs', 1), ('face', 1), ('hefty', 1), ('jail', 1), ('terms', 1), ('selling', 1)]",-1,"[('says', 9), ('new', 9), ('china', 6), ('iran', 6), ('russian', 5), ('covid-19', 5), ('us', 5), ('world', 4), ('u.s.', 4), ('french', 4)]",14,215.0,7,0.56
Post 178,South Korea bans anti-North leaflets; defector says he won't stop,34,"[('us', 4), ('says', 3), ('iran', 2), ('would', 2), ('rejoin', 2), ('nuclear', 2), ('hour', 2), ('based', 2), ('bahrain', 2), ('deal', 1)]",15,"[('anti-north', 2), ('korea', 2), ('the', 1), ('ruling', 1), ('democratic', 1), ('party', 1), (""korea's"", 1), ('(dpk)', 1), ('passage', 1), ('bill', 1)]",34,"[('us', 4), ('says', 3), ('iran', 2), ('would', 2), ('rejoin', 2), ('nuclear', 2), ('hour', 2), ('based', 2), ('bahrain', 2), ('deal', 1)]",1,1351.0,6,0.64
